data,atendente,supervisor,coordenador,operacao,cidade,estado,nome_indicador,numerador,denominador
2024-05-22,Atendente_12,Supervisor_2,Coordenador_1,Suporte Técnico,São Paulo,RJ,CSAT,22,6
2024-07-11,Atendente_8,Supervisor_4,Coordenador_1,Cobrança,Belo Horizonte,SP,Atendidas,22,1
2024-07-11,Atendente_8,Supervisor_4,Coordenador_1,Cobrança,Belo Horizonte,SP,TMA,130,23
2024-07-11,Atendente_8,Supervisor_4,Coordenador_1,Cobrança,Belo Horizonte,SP,CSAT,5,2
2024-01-20,Atendente_5,Supervisor_2,Coordenador_1,Suporte Técnico,Porto Alegre,PR,Atendidas,30,1
2024-01-20,Atendente_5,Supervisor_2,Coordenador_1,Suporte Técnico,Porto Alegre,PR,TMA,270,9
2024-01-20,Atendente_5,Supervisor_2,Coordenador_1,Suporte Técnico,Porto Alegre,PR,CSAT,24,6
2024-07-24,Atendente_1,Supervisor_5,Coordenador_2,SAC,Belo Horizonte,PR,Atendidas,20,1
2024-07-24,Atendente_1,Supervisor_5,Coordenador_2,SAC,Belo Horizonte,PR,TMA,103,22
2024-07-24,Atendente_1,Supervisor_5,Coordenador_2,SAC,Belo Horizonte,PR,CSAT,36,8
2024-06-27,Atendente_20,Supervisor_2,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,Atendidas,23,1
2024-06-27,Atendente_20,Supervisor_2,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,TMA,517,12
2024-06-27,Atendente_20,Supervisor_2,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,CSAT,12,9
2024-03-22,Atendente_12,Supervisor_5,Coordenador_1,Cobrança,São Paulo,RJ,Atendidas,48,1
2024-03-22,Atendente_12,Supervisor_5,Coordenador_1,Cobrança,São Paulo,RJ,TMA,94,42
2024-03-22,Atendente_12,Supervisor_5,Coordenador_1,Cobrança,São Paulo,RJ,CSAT,5,2
2024-05-28,Atendente_4,Supervisor_5,Coordenador_1,Cobrança,São Paulo,SP,Atendidas,21,1
2024-05-28,Atendente_4,Supervisor_5,Coordenador_1,Cobrança,São Paulo,SP,TMA,231,7
2024-05-28,Atendente_4,Supervisor_5,Coordenador_1,Cobrança,São Paulo,SP,CSAT,18,6
2024-06-06,Atendente_7,Supervisor_3,Coordenador_1,Cobrança,São Paulo,SP,Atendidas,38,1
2024-06-06,Atendente_7,Supervisor_3,Coordenador_1,Cobrança,São Paulo,SP,TMA,229,34
2024-06-06,Atendente_7,Supervisor_3,Coordenador_1,Cobrança,São Paulo,SP,CSAT,6,5
2024-03-05,Atendente_18,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,Atendidas,18,1
2024-03-05,Atendente_18,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,TMA,364,44
2024-03-05,Atendente_18,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,CSAT,38,8
2024-04-23,Atendente_15,Supervisor_3,Coordenador_2,Cobrança,São Paulo,RJ,Atendidas,40,1
2024-04-23,Atendente_15,Supervisor_3,Coordenador_2,Cobrança,São Paulo,RJ,TMA,509,22
2024-04-23,Atendente_15,Supervisor_3,Coordenador_2,Cobrança,São Paulo,RJ,CSAT,24,5
2024-07-23,Atendente_5,Supervisor_1,Coordenador_1,Vendas,Rio de Janeiro,RJ,Atendidas,40,1
2024-07-23,Atendente_5,Supervisor_1,Coordenador_1,Vendas,Rio de Janeiro,RJ,TMA,459,8
2024-07-23,Atendente_5,Supervisor_1,Coordenador_1,Vendas,Rio de Janeiro,RJ,CSAT,20,9
2024-01-08,Atendente_18,Supervisor_2,Coordenador_2,Vendas,Belo Horizonte,PR,Atendidas,33,1
2024-01-08,Atendente_18,Supervisor_2,Coordenador_2,Vendas,Belo Horizonte,PR,TMA,368,12
2024-01-08,Atendente_18,Supervisor_2,Coordenador_2,Vendas,Belo Horizonte,PR,CSAT,29,7
2024-06-10,Atendente_7,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RS,Atendidas,34,1
2024-06-10,Atendente_7,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RS,TMA,115,42
2024-06-10,Atendente_7,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RS,CSAT,5,3
2024-01-15,Atendente_19,Supervisor_4,Coordenador_2,SAC,Porto Alegre,PR,Atendidas,25,1
2024-01-15,Atendente_19,Supervisor_4,Coordenador_2,SAC,Porto Alegre,PR,TMA,357,14
2024-01-15,Atendente_19,Supervisor_4,Coordenador_2,SAC,Porto Alegre,PR,CSAT,7,5
2024-06-20,Atendente_19,Supervisor_3,Coordenador_1,Cobrança,Rio de Janeiro,SP,Atendidas,39,1
2024-06-20,Atendente_19,Supervisor_3,Coordenador_1,Cobrança,Rio de Janeiro,SP,TMA,330,31
2024-06-20,Atendente_19,Supervisor_3,Coordenador_1,Cobrança,Rio de Janeiro,SP,CSAT,12,4
2024-03-10,Atendente_16,Supervisor_3,Coordenador_2,Suporte Técnico,Belo Horizonte,PR,Atendidas,13,1
2024-03-10,Atendente_16,Supervisor_3,Coordenador_2,Suporte Técnico,Belo Horizonte,PR,TMA,250,18
2024-03-10,Atendente_16,Supervisor_3,Coordenador_2,Suporte Técnico,Belo Horizonte,PR,CSAT,9,7
2024-06-18,Atendente_14,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RJ,Atendidas,41,1
2024-06-18,Atendente_14,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RJ,TMA,555,40
2024-06-18,Atendente_14,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RJ,CSAT,28,9
2024-01-11,Atendente_16,Supervisor_3,Coordenador_1,SAC,Porto Alegre,MG,Atendidas,45,1
2024-01-11,Atendente_16,Supervisor_3,Coordenador_1,SAC,Porto Alegre,MG,TMA,354,33
2024-01-11,Atendente_16,Supervisor_3,Coordenador_1,SAC,Porto Alegre,MG,CSAT,30,8
2024-06-08,Atendente_20,Supervisor_2,Coordenador_1,SAC,Curitiba,SP,Atendidas,35,1
2024-06-08,Atendente_20,Supervisor_2,Coordenador_1,SAC,Curitiba,SP,TMA,499,45
2024-06-08,Atendente_20,Supervisor_2,Coordenador_1,SAC,Curitiba,SP,CSAT,16,7
2024-02-16,Atendente_5,Supervisor_1,Coordenador_1,Cobrança,Rio de Janeiro,MG,Atendidas,18,1
2024-02-16,Atendente_5,Supervisor_1,Coordenador_1,Cobrança,Rio de Janeiro,MG,TMA,82,19
2024-02-16,Atendente_5,Supervisor_1,Coordenador_1,Cobrança,Rio de Janeiro,MG,CSAT,21,5
2024-05-11,Atendente_19,Supervisor_4,Coordenador_1,Vendas,Rio de Janeiro,RJ,Atendidas,22,1
2024-05-11,Atendente_19,Supervisor_4,Coordenador_1,Vendas,Rio de Janeiro,RJ,TMA,594,11
2024-05-11,Atendente_19,Supervisor_4,Coordenador_1,Vendas,Rio de Janeiro,RJ,CSAT,28,8
2024-02-28,Atendente_16,Supervisor_2,Coordenador_1,SAC,Belo Horizonte,PR,Atendidas,14,1
2024-02-28,Atendente_16,Supervisor_2,Coordenador_1,SAC,Belo Horizonte,PR,TMA,60,47
2024-02-28,Atendente_16,Supervisor_2,Coordenador_1,SAC,Belo Horizonte,PR,CSAT,19,8
2024-01-29,Atendente_9,Supervisor_2,Coordenador_2,Cobrança,Porto Alegre,RS,Atendidas,19,1
2024-01-29,Atendente_9,Supervisor_2,Coordenador_2,Cobrança,Porto Alegre,RS,TMA,503,29
2024-01-29,Atendente_9,Supervisor_2,Coordenador_2,Cobrança,Porto Alegre,RS,CSAT,39,8
2024-01-11,Atendente_3,Supervisor_4,Coordenador_2,Suporte Técnico,Rio de Janeiro,PR,Atendidas,38,1
2024-01-11,Atendente_3,Supervisor_4,Coordenador_2,Suporte Técnico,Rio de Janeiro,PR,TMA,560,38
2024-01-11,Atendente_3,Supervisor_4,Coordenador_2,Suporte Técnico,Rio de Janeiro,PR,CSAT,32,8
2024-01-03,Atendente_9,Supervisor_1,Coordenador_1,Cobrança,Porto Alegre,RS,Atendidas,32,1
2024-01-03,Atendente_9,Supervisor_1,Coordenador_1,Cobrança,Porto Alegre,RS,TMA,217,46
2024-01-03,Atendente_9,Supervisor_1,Coordenador_1,Cobrança,Porto Alegre,RS,CSAT,3,2
2024-05-05,Atendente_18,Supervisor_1,Coordenador_1,SAC,Curitiba,PR,Atendidas,40,1
2024-05-05,Atendente_18,Supervisor_1,Coordenador_1,SAC,Curitiba,PR,TMA,139,37
2024-05-05,Atendente_18,Supervisor_1,Coordenador_1,SAC,Curitiba,PR,CSAT,18,4
2024-03-02,Atendente_8,Supervisor_2,Coordenador_2,Vendas,São Paulo,RJ,Atendidas,15,1
2024-03-02,Atendente_8,Supervisor_2,Coordenador_2,Vendas,São Paulo,RJ,TMA,222,6
2024-03-02,Atendente_8,Supervisor_2,Coordenador_2,Vendas,São Paulo,RJ,CSAT,12,7
2024-02-17,Atendente_2,Supervisor_4,Coordenador_1,SAC,Curitiba,MG,Atendidas,44,1
2024-02-17,Atendente_2,Supervisor_4,Coordenador_1,SAC,Curitiba,MG,TMA,190,10
2024-02-17,Atendente_2,Supervisor_4,Coordenador_1,SAC,Curitiba,MG,CSAT,13,3
2024-03-18,Atendente_19,Supervisor_4,Coordenador_2,Vendas,Porto Alegre,RS,Atendidas,34,1
2024-03-18,Atendente_19,Supervisor_4,Coordenador_2,Vendas,Porto Alegre,RS,TMA,592,40
2024-03-18,Atendente_19,Supervisor_4,Coordenador_2,Vendas,Porto Alegre,RS,CSAT,2,1
2024-07-19,Atendente_9,Supervisor_3,Coordenador_2,SAC,Curitiba,PR,Atendidas,11,1
2024-07-19,Atendente_9,Supervisor_3,Coordenador_2,SAC,Curitiba,PR,TMA,226,46
2024-07-19,Atendente_9,Supervisor_3,Coordenador_2,SAC,Curitiba,PR,CSAT,29,8
2024-03-22,Atendente_7,Supervisor_5,Coordenador_1,SAC,Rio de Janeiro,RJ,Atendidas,24,1
2024-03-22,Atendente_7,Supervisor_5,Coordenador_1,SAC,Rio de Janeiro,RJ,TMA,71,35
2024-03-22,Atendente_7,Supervisor_5,Coordenador_1,SAC,Rio de Janeiro,RJ,CSAT,8,5
2024-02-23,Atendente_17,Supervisor_3,Coordenador_1,Cobrança,Curitiba,PR,Atendidas,25,1
2024-02-23,Atendente_17,Supervisor_3,Coordenador_1,Cobrança,Curitiba,PR,TMA,87,19
2024-02-23,Atendente_17,Supervisor_3,Coordenador_1,Cobrança,Curitiba,PR,CSAT,4,1
2024-05-04,Atendente_6,Supervisor_4,Coordenador_2,Cobrança,Belo Horizonte,MG,Atendidas,8,1
2024-05-04,Atendente_6,Supervisor_4,Coordenador_2,Cobrança,Belo Horizonte,MG,TMA,305,15
2024-05-04,Atendente_6,Supervisor_4,Coordenador_2,Cobrança,Belo Horizonte,MG,CSAT,1,1
2024-03-25,Atendente_6,Supervisor_5,Coordenador_1,Vendas,Curitiba,PR,Atendidas,8,1
2024-03-25,Atendente_6,Supervisor_5,Coordenador_1,Vendas,Curitiba,PR,TMA,380,24
2024-03-25,Atendente_6,Supervisor_5,Coordenador_1,Vendas,Curitiba,PR,CSAT,23,6
2024-07-24,Atendente_13,Supervisor_3,Coordenador_1,Suporte Técnico,Porto Alegre,RJ,Atendidas,29,1
2024-07-24,Atendente_13,Supervisor_3,Coordenador_1,Suporte Técnico,Porto Alegre,RJ,TMA,354,14
2024-07-24,Atendente_13,Supervisor_3,Coordenador_1,Suporte Técnico,Porto Alegre,RJ,CSAT,3,2
2024-04-14,Atendente_10,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,RS,Atendidas,44,1
2024-04-14,Atendente_10,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,RS,TMA,492,6
2024-04-14,Atendente_10,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,RS,CSAT,14,8
2024-05-30,Atendente_20,Supervisor_5,Coordenador_2,Vendas,São Paulo,RS,Atendidas,26,1
2024-05-30,Atendente_20,Supervisor_5,Coordenador_2,Vendas,São Paulo,RS,TMA,64,14
2024-05-30,Atendente_20,Supervisor_5,Coordenador_2,Vendas,São Paulo,RS,CSAT,12,9
2024-07-13,Atendente_8,Supervisor_5,Coordenador_1,SAC,Rio de Janeiro,SP,Atendidas,23,1
2024-07-13,Atendente_8,Supervisor_5,Coordenador_1,SAC,Rio de Janeiro,SP,TMA,373,32
2024-07-13,Atendente_8,Supervisor_5,Coordenador_1,SAC,Rio de Janeiro,SP,CSAT,18,8
2024-03-12,Atendente_7,Supervisor_1,Coordenador_1,Suporte Técnico,Belo Horizonte,MG,Atendidas,47,1
2024-03-12,Atendente_7,Supervisor_1,Coordenador_1,Suporte Técnico,Belo Horizonte,MG,TMA,109,37
2024-03-12,Atendente_7,Supervisor_1,Coordenador_1,Suporte Técnico,Belo Horizonte,MG,CSAT,26,7
2024-03-31,Atendente_2,Supervisor_5,Coordenador_2,Cobrança,Rio de Janeiro,RJ,Atendidas,23,1
2024-03-31,Atendente_2,Supervisor_5,Coordenador_2,Cobrança,Rio de Janeiro,RJ,TMA,244,46
2024-03-31,Atendente_2,Supervisor_5,Coordenador_2,Cobrança,Rio de Janeiro,RJ,CSAT,3,1
2024-03-21,Atendente_18,Supervisor_4,Coordenador_1,Vendas,Curitiba,MG,Atendidas,17,1
2024-03-21,Atendente_18,Supervisor_4,Coordenador_1,Vendas,Curitiba,MG,TMA,410,38
2024-03-21,Atendente_18,Supervisor_4,Coordenador_1,Vendas,Curitiba,MG,CSAT,11,3
2024-07-06,Atendente_9,Supervisor_2,Coordenador_1,Vendas,Rio de Janeiro,PR,Atendidas,10,1
2024-07-06,Atendente_9,Supervisor_2,Coordenador_1,Vendas,Rio de Janeiro,PR,TMA,454,44
2024-07-06,Atendente_9,Supervisor_2,Coordenador_1,Vendas,Rio de Janeiro,PR,CSAT,3,3
2024-07-27,Atendente_8,Supervisor_1,Coordenador_1,Suporte Técnico,Rio de Janeiro,SP,Atendidas,12,1
2024-07-27,Atendente_8,Supervisor_1,Coordenador_1,Suporte Técnico,Rio de Janeiro,SP,TMA,190,34
2024-07-27,Atendente_8,Supervisor_1,Coordenador_1,Suporte Técnico,Rio de Janeiro,SP,CSAT,24,9
2024-06-28,Atendente_15,Supervisor_5,Coordenador_1,SAC,Belo Horizonte,SP,Atendidas,43,1
2024-06-28,Atendente_15,Supervisor_5,Coordenador_1,SAC,Belo Horizonte,SP,TMA,298,13
2024-06-28,Atendente_15,Supervisor_5,Coordenador_1,SAC,Belo Horizonte,SP,CSAT,4,1
2024-03-27,Atendente_1,Supervisor_4,Coordenador_1,Vendas,Curitiba,PR,Atendidas,45,1
2024-03-27,Atendente_1,Supervisor_4,Coordenador_1,Vendas,Curitiba,PR,TMA,243,36
2024-03-27,Atendente_1,Supervisor_4,Coordenador_1,Vendas,Curitiba,PR,CSAT,4,2
2024-01-10,Atendente_12,Supervisor_3,Coordenador_2,Cobrança,Curitiba,MG,Atendidas,10,1
2024-01-10,Atendente_12,Supervisor_3,Coordenador_2,Cobrança,Curitiba,MG,TMA,167,32
2024-01-10,Atendente_12,Supervisor_3,Coordenador_2,Cobrança,Curitiba,MG,CSAT,4,2
2024-06-28,Atendente_2,Supervisor_5,Coordenador_1,SAC,Belo Horizonte,PR,Atendidas,6,1
2024-06-28,Atendente_2,Supervisor_5,Coordenador_1,SAC,Belo Horizonte,PR,TMA,70,8
2024-06-28,Atendente_2,Supervisor_5,Coordenador_1,SAC,Belo Horizonte,PR,CSAT,37,8
2024-06-17,Atendente_15,Supervisor_2,Coordenador_1,SAC,Rio de Janeiro,PR,Atendidas,43,1
2024-06-17,Atendente_15,Supervisor_2,Coordenador_1,SAC,Rio de Janeiro,PR,TMA,160,16
2024-06-17,Atendente_15,Supervisor_2,Coordenador_1,SAC,Rio de Janeiro,PR,CSAT,27,9
2024-07-21,Atendente_9,Supervisor_4,Coordenador_2,Cobrança,Rio de Janeiro,RJ,Atendidas,34,1
2024-07-21,Atendente_9,Supervisor_4,Coordenador_2,Cobrança,Rio de Janeiro,RJ,TMA,183,16
2024-07-21,Atendente_9,Supervisor_4,Coordenador_2,Cobrança,Rio de Janeiro,RJ,CSAT,33,9
2024-03-17,Atendente_14,Supervisor_4,Coordenador_2,SAC,Rio de Janeiro,SP,Atendidas,27,1
2024-03-17,Atendente_14,Supervisor_4,Coordenador_2,SAC,Rio de Janeiro,SP,TMA,575,13
2024-03-17,Atendente_14,Supervisor_4,Coordenador_2,SAC,Rio de Janeiro,SP,CSAT,16,4
2024-05-29,Atendente_9,Supervisor_2,Coordenador_2,Vendas,Porto Alegre,SP,Atendidas,18,1
2024-05-29,Atendente_9,Supervisor_2,Coordenador_2,Vendas,Porto Alegre,SP,TMA,340,33
2024-05-29,Atendente_9,Supervisor_2,Coordenador_2,Vendas,Porto Alegre,SP,CSAT,2,1
2024-04-24,Atendente_12,Supervisor_2,Coordenador_1,SAC,São Paulo,RS,Atendidas,39,1
2024-04-24,Atendente_12,Supervisor_2,Coordenador_1,SAC,São Paulo,RS,TMA,594,21
2024-04-24,Atendente_12,Supervisor_2,Coordenador_1,SAC,São Paulo,RS,CSAT,11,5
2024-07-14,Atendente_12,Supervisor_3,Coordenador_1,Cobrança,São Paulo,MG,Atendidas,14,1
2024-07-14,Atendente_12,Supervisor_3,Coordenador_1,Cobrança,São Paulo,MG,TMA,463,6
2024-07-14,Atendente_12,Supervisor_3,Coordenador_1,Cobrança,São Paulo,MG,CSAT,28,6
2024-02-25,Atendente_18,Supervisor_3,Coordenador_2,Vendas,Rio de Janeiro,PR,Atendidas,41,1
2024-02-25,Atendente_18,Supervisor_3,Coordenador_2,Vendas,Rio de Janeiro,PR,TMA,425,40
2024-02-25,Atendente_18,Supervisor_3,Coordenador_2,Vendas,Rio de Janeiro,PR,CSAT,4,3
2024-04-02,Atendente_20,Supervisor_5,Coordenador_2,SAC,Rio de Janeiro,SP,Atendidas,15,1
2024-04-02,Atendente_20,Supervisor_5,Coordenador_2,SAC,Rio de Janeiro,SP,TMA,196,48
2024-04-02,Atendente_20,Supervisor_5,Coordenador_2,SAC,Rio de Janeiro,SP,CSAT,41,9
2024-04-08,Atendente_17,Supervisor_3,Coordenador_1,Cobrança,Belo Horizonte,PR,Atendidas,8,1
2024-04-08,Atendente_17,Supervisor_3,Coordenador_1,Cobrança,Belo Horizonte,PR,TMA,434,34
2024-04-08,Atendente_17,Supervisor_3,Coordenador_1,Cobrança,Belo Horizonte,PR,CSAT,15,8
2024-03-05,Atendente_17,Supervisor_3,Coordenador_1,Vendas,São Paulo,RJ,Atendidas,13,1
2024-03-05,Atendente_17,Supervisor_3,Coordenador_1,Vendas,São Paulo,RJ,TMA,546,18
2024-03-05,Atendente_17,Supervisor_3,Coordenador_1,Vendas,São Paulo,RJ,CSAT,24,9
2024-06-10,Atendente_12,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,MG,Atendidas,42,1
2024-06-10,Atendente_12,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,MG,TMA,92,8
2024-06-10,Atendente_12,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,MG,CSAT,16,6
2024-01-25,Atendente_1,Supervisor_3,Coordenador_2,Cobrança,Curitiba,RS,Atendidas,26,1
2024-01-25,Atendente_1,Supervisor_3,Coordenador_2,Cobrança,Curitiba,RS,TMA,596,21
2024-01-25,Atendente_1,Supervisor_3,Coordenador_2,Cobrança,Curitiba,RS,CSAT,24,7
2024-07-15,Atendente_2,Supervisor_3,Coordenador_1,Vendas,Porto Alegre,RS,Atendidas,27,1
2024-07-15,Atendente_2,Supervisor_3,Coordenador_1,Vendas,Porto Alegre,RS,TMA,564,11
2024-07-15,Atendente_2,Supervisor_3,Coordenador_1,Vendas,Porto Alegre,RS,CSAT,17,8
2024-05-02,Atendente_19,Supervisor_1,Coordenador_2,Cobrança,Rio de Janeiro,RJ,Atendidas,38,1
2024-05-02,Atendente_19,Supervisor_1,Coordenador_2,Cobrança,Rio de Janeiro,RJ,TMA,269,21
2024-05-02,Atendente_19,Supervisor_1,Coordenador_2,Cobrança,Rio de Janeiro,RJ,CSAT,19,4
2024-01-24,Atendente_17,Supervisor_5,Coordenador_1,Vendas,Belo Horizonte,RJ,Atendidas,39,1
2024-01-24,Atendente_17,Supervisor_5,Coordenador_1,Vendas,Belo Horizonte,RJ,TMA,491,11
2024-01-24,Atendente_17,Supervisor_5,Coordenador_1,Vendas,Belo Horizonte,RJ,CSAT,19,5
2024-01-23,Atendente_12,Supervisor_5,Coordenador_2,Cobrança,Rio de Janeiro,SP,Atendidas,6,1
2024-01-23,Atendente_12,Supervisor_5,Coordenador_2,Cobrança,Rio de Janeiro,SP,TMA,83,16
2024-01-23,Atendente_12,Supervisor_5,Coordenador_2,Cobrança,Rio de Janeiro,SP,CSAT,13,3
2024-05-26,Atendente_4,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,SP,Atendidas,13,1
2024-05-26,Atendente_4,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,SP,TMA,262,38
2024-05-26,Atendente_4,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,SP,CSAT,8,3
2024-06-05,Atendente_4,Supervisor_4,Coordenador_2,Suporte Técnico,Curitiba,SP,Atendidas,21,1
2024-06-05,Atendente_4,Supervisor_4,Coordenador_2,Suporte Técnico,Curitiba,SP,TMA,424,42
2024-06-05,Atendente_4,Supervisor_4,Coordenador_2,Suporte Técnico,Curitiba,SP,CSAT,5,5
2024-04-29,Atendente_2,Supervisor_1,Coordenador_2,SAC,São Paulo,SP,Atendidas,15,1
2024-04-29,Atendente_2,Supervisor_1,Coordenador_2,SAC,São Paulo,SP,TMA,60,17
2024-04-29,Atendente_2,Supervisor_1,Coordenador_2,SAC,São Paulo,SP,CSAT,4,2
2024-07-19,Atendente_13,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,RS,Atendidas,21,1
2024-07-19,Atendente_13,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,RS,TMA,581,6
2024-07-19,Atendente_13,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,RS,CSAT,13,9
2024-05-15,Atendente_5,Supervisor_4,Coordenador_1,SAC,São Paulo,RS,Atendidas,31,1
2024-05-15,Atendente_5,Supervisor_4,Coordenador_1,SAC,São Paulo,RS,TMA,368,16
2024-05-15,Atendente_5,Supervisor_4,Coordenador_1,SAC,São Paulo,RS,CSAT,22,5
2024-06-09,Atendente_16,Supervisor_4,Coordenador_2,SAC,Curitiba,MG,Atendidas,35,1
2024-06-09,Atendente_16,Supervisor_4,Coordenador_2,SAC,Curitiba,MG,TMA,403,21
2024-06-09,Atendente_16,Supervisor_4,Coordenador_2,SAC,Curitiba,MG,CSAT,8,3
2024-03-13,Atendente_13,Supervisor_3,Coordenador_2,Vendas,Porto Alegre,SP,Atendidas,12,1
2024-03-13,Atendente_13,Supervisor_3,Coordenador_2,Vendas,Porto Alegre,SP,TMA,422,9
2024-03-13,Atendente_13,Supervisor_3,Coordenador_2,Vendas,Porto Alegre,SP,CSAT,8,3
2024-01-04,Atendente_1,Supervisor_3,Coordenador_1,Cobrança,Curitiba,RS,Atendidas,38,1
2024-01-04,Atendente_1,Supervisor_3,Coordenador_1,Cobrança,Curitiba,RS,TMA,518,15
2024-01-04,Atendente_1,Supervisor_3,Coordenador_1,Cobrança,Curitiba,RS,CSAT,19,9
2024-06-24,Atendente_9,Supervisor_3,Coordenador_1,Suporte Técnico,Curitiba,PR,Atendidas,24,1
2024-06-24,Atendente_9,Supervisor_3,Coordenador_1,Suporte Técnico,Curitiba,PR,TMA,196,34
2024-06-24,Atendente_9,Supervisor_3,Coordenador_1,Suporte Técnico,Curitiba,PR,CSAT,19,7
2024-06-21,Atendente_20,Supervisor_1,Coordenador_1,SAC,Porto Alegre,RS,Atendidas,18,1
2024-06-21,Atendente_20,Supervisor_1,Coordenador_1,SAC,Porto Alegre,RS,TMA,97,28
2024-06-21,Atendente_20,Supervisor_1,Coordenador_1,SAC,Porto Alegre,RS,CSAT,21,8
2024-04-06,Atendente_20,Supervisor_1,Coordenador_1,SAC,Belo Horizonte,SP,Atendidas,49,1
2024-04-06,Atendente_20,Supervisor_1,Coordenador_1,SAC,Belo Horizonte,SP,TMA,519,40
2024-04-06,Atendente_20,Supervisor_1,Coordenador_1,SAC,Belo Horizonte,SP,CSAT,42,9
2024-02-13,Atendente_9,Supervisor_1,Coordenador_2,Suporte Técnico,Belo Horizonte,MG,Atendidas,6,1
2024-02-13,Atendente_9,Supervisor_1,Coordenador_2,Suporte Técnico,Belo Horizonte,MG,TMA,479,40
2024-02-13,Atendente_9,Supervisor_1,Coordenador_2,Suporte Técnico,Belo Horizonte,MG,CSAT,42,9
2024-03-13,Atendente_19,Supervisor_4,Coordenador_2,Suporte Técnico,Belo Horizonte,SP,Atendidas,34,1
2024-03-13,Atendente_19,Supervisor_4,Coordenador_2,Suporte Técnico,Belo Horizonte,SP,TMA,60,18
2024-03-13,Atendente_19,Supervisor_4,Coordenador_2,Suporte Técnico,Belo Horizonte,SP,CSAT,17,9
2024-05-02,Atendente_16,Supervisor_5,Coordenador_2,Suporte Técnico,Belo Horizonte,RS,Atendidas,24,1
2024-05-02,Atendente_16,Supervisor_5,Coordenador_2,Suporte Técnico,Belo Horizonte,RS,TMA,571,8
2024-05-02,Atendente_16,Supervisor_5,Coordenador_2,Suporte Técnico,Belo Horizonte,RS,CSAT,6,3
2024-05-29,Atendente_14,Supervisor_4,Coordenador_1,Suporte Técnico,Curitiba,SP,Atendidas,31,1
2024-05-29,Atendente_14,Supervisor_4,Coordenador_1,Suporte Técnico,Curitiba,SP,TMA,407,36
2024-05-29,Atendente_14,Supervisor_4,Coordenador_1,Suporte Técnico,Curitiba,SP,CSAT,26,8
2024-03-19,Atendente_19,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,RJ,Atendidas,47,1
2024-03-19,Atendente_19,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,RJ,TMA,574,24
2024-03-19,Atendente_19,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,RJ,CSAT,21,6
2024-03-24,Atendente_8,Supervisor_1,Coordenador_1,Suporte Técnico,Curitiba,SP,Atendidas,42,1
2024-03-24,Atendente_8,Supervisor_1,Coordenador_1,Suporte Técnico,Curitiba,SP,TMA,253,23
2024-03-24,Atendente_8,Supervisor_1,Coordenador_1,Suporte Técnico,Curitiba,SP,CSAT,15,7
2024-04-01,Atendente_18,Supervisor_4,Coordenador_1,Cobrança,Porto Alegre,RS,Atendidas,38,1
2024-04-01,Atendente_18,Supervisor_4,Coordenador_1,Cobrança,Porto Alegre,RS,TMA,87,21
2024-04-01,Atendente_18,Supervisor_4,Coordenador_1,Cobrança,Porto Alegre,RS,CSAT,4,3
2024-06-09,Atendente_12,Supervisor_3,Coordenador_1,Suporte Técnico,Rio de Janeiro,PR,Atendidas,15,1
2024-06-09,Atendente_12,Supervisor_3,Coordenador_1,Suporte Técnico,Rio de Janeiro,PR,TMA,583,46
2024-06-09,Atendente_12,Supervisor_3,Coordenador_1,Suporte Técnico,Rio de Janeiro,PR,CSAT,30,8
2024-03-10,Atendente_20,Supervisor_2,Coordenador_1,SAC,Rio de Janeiro,PR,Atendidas,29,1
2024-03-10,Atendente_20,Supervisor_2,Coordenador_1,SAC,Rio de Janeiro,PR,TMA,297,38
2024-03-10,Atendente_20,Supervisor_2,Coordenador_1,SAC,Rio de Janeiro,PR,CSAT,10,8
2024-06-20,Atendente_9,Supervisor_1,Coordenador_1,Cobrança,Belo Horizonte,PR,Atendidas,11,1
